client_id,client_district_id,disp_id,account_id,type,birth_year,birth_month,birth_day,gender,age,age_group,bank_district_id,frequency,account_date,LOR,max_trans_date,recency,num_of_transactions,total_credit,total_withdrawal,net_saving_rate,min_balance,max_balance,avg_balance,balance_volatility,last_balance,neg_balance_days,q1_credit_debit_ratio,q2_credit_debit_ratio,q3_credit_debit_ratio,q4_credit_debit_ratio,total_credit_card_withdrawal,total_credit_cash,total_debit_cash,total_collections,total_remittance,card_withdrawal_ratio,cash_withdrawal_ratio,cash_deposit_ratio,collection_remittance_ratio,num_loan_payments,sum_loan_payments,num_insurance_payments,total_insurance_payments,num_household_payments,total_household_payments,total_pension,total_intereset_credited,num_of_sanctions,region,inhabitants,avg_salary,crimes_96,crime_ratio_96_95,unemp_rate_96,unemp_ratio_96_95,urban_ratio,entrepreneurs_per_1000,had_previous_loan_96,amount,duration,monthly_payments,status,debt_income_ratio,days_from_acct_to_loan,avg_balance_bef_loan,avg_balance_aft_loan,aggressiveness_ratio,had_prev_card_96,card_type,days_from_acct_to_card,got_loan_97,got_card_97
1009,33,1009,838,OWNER,1962,4,27,F,34,Adult,47,POPLATEK MESICNE,1993-10-23,3,1996-12-06,25,11,5700.0,12500.0,-1.1929824561403508,25100.0,36400.0,29863.636363636364,3763.581466441966,28600.0,0,0.35,0.22857142857142856,-1.0,2.0588235294117645,0.0,5700.0,12500.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,north Bohemia,133777,8705,4859,1.0449462365591398,7.61,1.3234782608695652,84.7,116,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1011,16,1011,839,OWNER,1939,7,13,M,57,Adult,16,POPLATEK MESICNE,1995-01-17,1,1996-12-31,0,68,321995.9,286523.2,0.11016506731918017,35324.9,92817.5,59359.17352941176,14160.697237088398,87614.5,0,0.982739419462528,0.8805197658734275,1.414489446880154,1.4452182651258283,9400.0,319176.0,226075.19999999998,0.0,51048.0,0.03280711649178845,0.7890293002451458,0.9912424350744838,-1.0,0.0,0.0,0.0,0.0,12.0,51048.0,0.0,2819.9,0.0,south Bohemia,93931,8427,1913,1.020811099252935,1.54,1.375,56.9,107,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1014,1,1014,841,OWNER,1931,2,8,M,65,Senior,1,POPLATEK MESICNE,1993-11-04,3,1996-12-31,0,67,70626.0,55013.2,0.2210630645937757,19258.9,43681.6,28205.023880597015,6808.901675883223,39186.2,0,1.0581150636169037,0.9204946996466431,1.8914348180220346,1.7912164341585357,0.0,0.0,29705.2,69264.0,25308.0,-1.0,0.5399649538656177,-1.0,2.736842105263158,0.0,0.0,0.0,0.0,12.0,25308.0,69264.0,1362.0,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1015,62,1015,842,OWNER,1934,3,13,M,62,Adult,62,POPLATEK MESICNE,1995-04-07,1,1996-12-31,0,63,59813.5,69821.2,-0.16731507101239682,11006.6,24121.6,16240.771428571428,2991.620357869983,11061.0,0,0.6966542022958065,1.0917884623808203,0.9319061065568672,0.802982073148437,0.0,0.0,30485.2,59016.0,39336.0,-1.0,0.4366181045298563,-1.0,1.5003050640634534,0.0,0.0,0.0,0.0,12.0,39336.0,59016.0,797.5,0.0,south Moravia,145688,8544,2906,1.0687752850312615,1.86,1.4418604651162792,40.7,109,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1018,53,1018,844,OWNER,1945,2,28,M,51,Adult,53,POPLATEK MESICNE,1994-04-28,2,1996-12-31,0,79,610722.8,585448.2,0.04138473297541879,24736.6,126301.6,64569.74936708861,21591.72258950812,53069.6,0,1.2615617125758791,0.9256085057437631,1.0288215481330443,1.0334257950618901,0.0,0.0,415396.2,608050.0,170052.0,-1.0,0.7095353611130755,-1.0,3.575670971232329,0.0,0.0,0.0,0.0,12.0,19680.0,0.0,2672.7999999999997,0.0,south Moravia,107911,8240,1903,1.0286486486486486,3.56,1.407114624505929,50.9,99,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1025,15,1025,851,OWNER,1964,7,8,M,32,Adult,15,POPLATEK MESICNE,1994-09-23,2,1996-12-31,0,92,440593.4,426316.2,0.03240447995816553,18961.3,119401.5,52567.943478260866,23432.31531598061,56032.4,0,0.7281977252333617,0.9988008743155327,1.3283932297511867,1.0207518308087538,0.0,438290.0,376696.2,0.0,49620.0,-1.0,0.8836075194890554,0.9947720506026645,-1.0,0.0,0.0,0.0,0.0,12.0,39048.0,0.0,2303.4,0.0,south Bohemia,58796,9045,1879,1.0184281842818428,3.6,1.1501597444089458,51.9,124,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1029,1,1029,854,OWNER,1954,3,16,F,42,Adult,62,POPLATEK MESICNE,1993-09-21,3,1996-12-31,0,102,140057.8,131339.2,0.06225001392282313,13928.9,35465.2,23085.29705882353,4778.515862463265,24576.9,0,1.1397835039587019,1.1160901815126794,1.0477915758123704,0.9793036110636844,0.0,138966.0,57575.2,0.0,73764.0,-1.0,0.4383702656937151,0.9922046469386211,-1.0,12.0,21804.0,12.0,34116.0,12.0,4584.0,0.0,1091.8,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1030,1,1030,855,OWNER,1947,10,11,M,49,Adult,1,POPLATEK MESICNE,1994-03-28,2,1996-12-31,0,74,193431.5,188591.2,0.02502332867190705,11073.8,55012.3,34874.82702702703,8968.392244658686,40612.2,0,1.0168871296461972,0.720729616656649,1.9801384182827484,0.9693240301067907,0.0,191558.0,109295.2,0.0,79296.0,-1.0,0.579534994209698,0.9903144007051592,-1.0,0.0,0.0,0.0,0.0,12.0,79296.0,0.0,1873.5,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1032,1,1032,857,OWNER,1938,10,30,F,58,Adult,77,POPLATEK MESICNE,1993-09-16,3,1996-12-31,0,54,55094.8,55723.2,-0.011405795102259999,10886.0,22289.9,15691.83888888889,2751.2396850666314,15004.3,0,0.8929601059685212,1.1762443593600438,0.9072022525130257,1.0274573795898903,0.0,0.0,19495.2,54348.0,36228.0,-1.0,0.349857868894823,-1.0,1.5001656177542233,0.0,0.0,0.0,0.0,12.0,36228.0,54348.0,746.8,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1037,1,1037,860,OWNER,1965,11,1,F,31,Adult,1,POPLATEK MESICNE,1993-03-19,3,1996-12-31,0,72,175306.7,184027.2,-0.04974424822325672,15561.8,39712.1,28170.408333333333,5851.428191397762,28189.3,0,0.9066080863181007,1.1275680945175184,0.8869715559027715,0.9112899437929576,0.0,173805.0,87175.2,0.0,96852.0,-1.0,0.47370823443490956,0.9914338698977277,-1.0,0.0,0.0,0.0,0.0,12.0,96852.0,0.0,1501.7,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1038,69,1038,861,OWNER,1961,9,23,F,35,Adult,22,POPLATEK MESICNE,1993-09-13,3,1996-12-31,0,86,235513.1,250271.2,-0.06266360554890579,13747.7,42582.8,22391.897674418604,7443.294304049815,16358.4,0,0.8214609443927435,1.0473659675201015,0.9288530331371772,0.9748172105217808,0.0,234350.0,135275.2,0.0,114996.0,-1.0,0.5405144499247216,0.9950614212118136,-1.0,0.0,0.0,0.0,0.0,12.0,109260.0,0.0,1163.1,0.0,north Moravia,42821,8173,1358,0.2799817700421025,7.01,2.2472687391909565,48.4,124,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1039,70,1039,862,OWNER,1980,10,11,F,16,youth,64,POPLATEK TYDNE,1993-02-02,3,1996-12-31,0,76,579440.1,564524.0,0.02574226395446221,30457.8,132925.6,67136.28157894737,23286.934619771724,57051.7,0,1.0186589565429391,0.9184179540316505,1.229485269778219,1.0088344454789986,4800.0,0.0,522260.0,576330.0,37464.0,0.008502738590387655,0.9251333867116367,-1.0,15.383568225496477,0.0,0.0,0.0,0.0,12.0,37464.0,0.0,3110.1,0.0,north Moravia,285387,10177,10108,1.023284065600324,7.75,1.1689291101055808,89.9,81,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1040,1,1040,863,OWNER,1960,6,17,M,36,Adult,71,POPLATEK MESICNE,1993-05-16,3,1996-12-31,0,105,916236.3,878219.2,0.041492680436258735,28029.1,188348.2,78859.61047619047,29363.906035025917,78639.1,0,1.1029085218132308,0.9501393468615374,0.996046913400935,1.3679198475606045,0.0,912758.0,805175.2,0.0,73044.0,-1.0,0.916827142927415,0.9962037085847831,-1.0,0.0,0.0,0.0,0.0,12.0,73044.0,0.0,3478.3,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,1.0
1044,9,1044,866,OWNER,1971,9,13,F,25,Adult,9,POPLATEK MESICNE,1993-01-10,3,1996-12-31,0,111,169219.4,171887.2,-0.01576533187093216,28710.5,53758.7,38185.93693693694,5069.0324809649655,40747.6,0,0.8793778949488291,0.9251237431124116,1.3447378727689812,0.9293106596288551,0.0,167172.0,113675.2,0.0,58212.0,-1.0,0.6613360389837055,0.9879009144341606,-1.0,0.0,0.0,12.0,6048.0,12.0,5580.0,0.0,2047.4,0.0,central Bohemia,81344,8899,2487,0.8326079678607299,3.97,1.1710914454277286,55.3,149,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1048,70,1048,870,OWNER,1974,10,3,F,22,youth,70,POPLATEK MESICNE,1995-03-27,1,1996-12-31,0,70,96177.1,104419.2,-0.08569711500970596,15284.9,35296.9,24801.225714285716,4455.102288280184,19040.7,0,0.9139372648144578,0.9900387575825832,0.9454099356910266,0.8472096973764235,0.0,94972.0,49675.2,0.0,54744.0,-1.0,0.4757286016364806,0.9874699902575561,-1.0,0.0,0.0,0.0,0.0,12.0,54744.0,0.0,1205.1,0.0,north Moravia,285387,10177,10108,1.023284065600324,7.75,1.1689291101055808,89.9,81,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1054,63,1054,875,OWNER,1924,8,20,M,72,Senior,63,POPLATEK MESICNE,1995-05-17,1,1996-12-31,0,60,80647.0,73449.2,0.08925068508438011,22521.6,38500.3,28600.083333333332,4071.4769704707223,29449.4,0,1.222354571310499,1.0427185370803738,1.3087568352035661,0.9077672085161476,0.0,0.0,27405.2,79284.0,46044.0,-1.0,0.37311774668750647,-1.0,1.7219181652332551,0.0,0.0,0.0,0.0,12.0,46044.0,79284.0,1363.0,0.0,south Moravia,86513,8288,1460,0.9346991037131882,4.52,1.1926121372031662,50.5,110,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1062,16,1062,882,OWNER,1975,1,8,M,21,youth,9,POPLATEK MESICNE,1993-03-06,3,1996-12-31,0,68,151786.6,153267.2,-0.009754484256186025,12428.6,37900.8,22516.54411764706,5602.852663862395,28139.0,0,0.8224089977439977,0.9962782121760506,0.8544771205166601,1.4266503154937844,0.0,150631.0,113595.2,0.0,39672.0,-1.0,0.7411579255052613,0.9923866797200807,-1.0,0.0,0.0,0.0,0.0,12.0,39672.0,0.0,1155.6,0.0,south Bohemia,93931,8427,1913,1.020811099252935,1.54,1.375,56.9,107,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1064,1,1064,883,OWNER,1951,2,3,F,45,Adult,1,POPLATEK MESICNE,1993-12-17,3,1996-12-31,0,93,217878.3,233727.2,-0.07274198486035564,13107.7,47603.3,30949.450537634406,7547.6679542011325,33524.9,0,0.7887484955971407,1.0235822798902867,0.8569560877209345,1.081039098760684,0.0,216286.0,132855.2,0.0,100872.0,-1.0,0.5684199357199333,0.9926917917020649,-1.0,0.0,0.0,12.0,5460.0,12.0,74340.0,0.0,1592.3,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1065,2,1065,884,OWNER,1957,11,26,M,39,Adult,2,POPLATEK MESICNE,1993-12-07,3,1996-12-31,0,61,41699.5,38833.2,0.06873703521624966,14507.2,24712.6,19890.029508196723,2520.705106601739,24558.8,0,0.8034124629080118,0.9501222538500841,1.5283544452263664,1.2901316762834738,0.0,0.0,11725.2,40668.0,27108.0,-1.0,0.30193751738203395,-1.0,1.5002213368747233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.5,0.0,central Bohemia,88884,8507,2674,1.23853635942566,1.85,1.1077844311377247,46.7,132,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1066,1,1066,885,OWNER,1940,10,18,M,56,Adult,1,POPLATEK MESICNE,1993-06-25,3,1996-12-31,0,86,276056.7,247379.19999999998,0.1038826443987776,39234.8,82961.7,54990.29186046511,11389.156983337678,77966.3,0,0.9667398869535405,1.0424741434264067,0.9435913613488192,1.7409608659216569,25000.0,273494.0,182875.19999999998,0.0,39504.0,0.10105942617649342,0.7392505109564588,0.9907167621724088,-1.0,0.0,0.0,0.0,0.0,12.0,10464.0,0.0,2562.7,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1067,1,1067,886,OWNER,1952,5,14,M,44,Adult,1,POPLATEK MESICNE,1993-06-23,3,1996-12-31,0,73,244132.3,218583.2,0.10465268217273986,43376.3,85650.9,59046.3602739726,10083.944053182042,75305.5,0,1.2306710186927559,0.8388174859966797,1.3003838148788525,1.282855788331263,0.0,241198.0,110175.2,0.0,108408.0,-1.0,0.5040423966709243,0.9879806973513952,-1.0,0.0,0.0,0.0,0.0,12.0,108408.0,0.0,2934.3,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,1.0
1068,13,1068,887,OWNER,1926,10,20,F,70,Senior,1,POPLATEK MESICNE,1993-05-05,3,1996-12-31,0,59,54949.3,56183.2,-0.022455245107762867,14202.9,22204.5,16816.33220338983,2145.287081298548,15499.8,0,0.9565368664235813,0.9689431789313235,0.9122807017543859,1.0917045852292615,0.0,0.0,20075.2,54168.0,36108.0,-1.0,0.357316777969215,-1.0,1.50016616816218,0.0,0.0,0.0,0.0,12.0,36108.0,54168.0,781.3,0.0,central Bohemia,53921,8598,1875,1.17407639323732,3.26,1.1768953068592056,41.3,123,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1072,60,1072,890,OWNER,1966,12,8,F,30,Adult,14,POPLATEK MESICNE,1993-02-05,3,1996-12-31,0,71,98418.6,108427.2,-0.10169419195152127,15311.6,33217.6,23147.45633802817,4673.222357851543,18235.5,0,0.901856228361104,0.7581920113827761,1.1575510248322658,0.9256804531144174,0.0,97333.0,70795.2,0.0,37632.0,-1.0,0.6529284164859002,0.9889695646961041,-1.0,0.0,0.0,0.0,0.0,12.0,37632.0,0.0,1085.6,0.0,south Moravia,110643,8441,2252,1.1985098456625864,4.48,1.2985507246376813,51.9,115,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1075,65,1075,892,OWNER,1934,6,4,F,62,Adult,70,POPLATEK MESICNE,1993-03-20,3,1996-12-31,0,81,75250.9,83445.2,-0.10889304978412223,10849.4,29298.6,22091.113580246914,3602.5179502936962,21984.6,0,0.7467432007870268,1.1641196382684325,0.5896743218171789,1.8508008837337755,0.0,0.0,48465.2,74124.0,34980.0,-1.0,0.5808027304146913,-1.0,2.1190394511149226,0.0,0.0,0.0,0.0,12.0,4872.0,74124.0,1126.9,0.0,south Moravia,114200,8403,2718,1.2600834492350488,5.72,0.9965156794425086,43.7,105,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1076,53,1076,893,OWNER,1979,5,11,F,17,youth,53,POPLATEK MESICNE,1995-04-12,1,1996-12-31,0,62,291469.2,274755.2,0.057343966360768134,37151.2,96126.3,70040.55967741935,14596.863239228518,94097.8,0,0.8529204838984148,1.0653733892970711,1.3687245907098964,1.0727938747033878,0.0,287690.0,274755.2,0.0,0.0,-1.0,1.0,0.9870339644806381,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3779.2,0.0,south Moravia,107911,8240,1903,1.0286486486486486,3.56,1.407114624505929,50.9,99,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1077,46,1077,894,OWNER,1920,6,23,M,76,Senior,46,POPLATEK MESICNE,1995-08-27,1,1996-12-31,0,67,81132.6,96449.2,-0.1887847794844488,9717.2,33689.1,20520.692537313433,6045.021843891487,11696.6,0,0.9247767106733661,0.6148920589000719,1.3392604165287505,0.7694800995214147,0.0,0.0,64395.2,80112.0,32054.0,-1.0,0.6676592444520016,-1.0,2.4992824608473203,0.0,0.0,0.0,0.0,11.0,32054.0,80112.0,1020.6,0.0,east Bohemia,112709,8369,2618,0.9173090399439383,2.31,1.2905027932960893,73.5,117,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1079,3,1079,896,OWNER,1961,7,15,M,35,Adult,3,POPLATEK MESICNE,1995-06-11,1,1996-12-31,0,75,128589.59999999999,133615.2,-0.039082476343343636,12618.7,30332.4,22363.28,4324.647257729096,22132.9,0,0.8937471012354007,0.9974700176925869,1.0805415978882917,0.905114150948335,0.0,127426.0,94975.2,0.0,38640.0,-1.0,0.7108113448170567,0.9909510566950983,-1.0,0.0,0.0,0.0,0.0,12.0,38640.0,0.0,1163.6,0.0,central Bohemia,75232,8980,2813,0.9961048158640227,2.21,1.1333333333333333,41.7,111,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1080,54,1080,897,OWNER,1950,10,6,F,46,Adult,38,POPLATEK MESICNE,1993-04-26,3,1996-12-31,0,101,468818.5,447662.2,0.045126845463649555,25122.0,118762.4,58757.4504950495,22482.97220519842,57078.4,0,1.2207779392900433,0.9332358125812565,0.9114685029011397,1.1509878481027855,1900.0,466144.0,330730.2,0.0,115032.0,0.004244271685212644,0.7387941175287974,0.9942952336565216,-1.0,0.0,0.0,0.0,0.0,12.0,34920.0,0.0,2674.5,0.0,south Moravia,387570,9897,18696,0.9986646012499333,1.96,1.2249999999999999,100.0,140,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,1.0,classic,1108 days 00:00:00,0.0,0.0
1082,9,1082,899,OWNER,1967,2,23,M,29,Adult,72,POPLATEK MESICNE,1993-06-21,3,1996-12-31,0,58,213254.1,215559.2,-0.01080917084360866,20434.8,49721.6,33773.293103448275,9077.400628452247,29182.3,0,0.9356631990834313,1.4174484098922455,0.9360099234121972,0.8219843717339701,0.0,0.0,215559.2,211458.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.1,0.0,central Bohemia,81344,8899,2487,0.8326079678607299,3.97,1.1710914454277286,55.3,149,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1083,48,1083,900,OWNER,1937,12,15,M,59,Adult,48,POPLATEK MESICNE,1994-04-26,2,1996-12-31,0,66,120152.9,124055.2,-0.03247778455617803,11610.2,33933.4,18712.183333333334,5007.455917316876,14229.1,0,1.0708194820538788,1.0824883652187065,0.7720373964469939,0.9918013779299317,0.0,119325.0,52655.200000000004,0.0,71400.0,-1.0,0.42444976107410254,0.9931096128349794,-1.0,0.0,0.0,0.0,0.0,12.0,71400.0,0.0,827.9,0.0,east Bohemia,78955,9060,1717,1.0374622356495469,2.44,1.3707865168539326,59.0,124,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1085,60,1085,901,OWNER,1932,12,19,F,64,Adult,60,POPLATEK MESICNE,1994-07-10,2,1996-12-31,0,67,56746.9,56275.2,0.008312348339733173,20764.9,32308.1,26915.937313432838,2592.74871544957,28928.4,0,0.8755703668896611,0.8813207570617256,1.2860211350577317,1.0954462069709723,0.0,0.0,33355.2,55416.0,22920.0,-1.0,0.5927157966564313,-1.0,2.417801047120419,0.0,0.0,0.0,0.0,12.0,22920.0,55416.0,1330.9,0.0,south Moravia,110643,8441,2252,1.1985098456625864,4.48,1.2985507246376813,51.9,115,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1086,74,1086,902,OWNER,1973,5,4,M,23,youth,74,POPLATEK MESICNE,1993-06-29,3,1996-12-31,0,95,104561.1,106515.2,-0.01868859451555111,15533.0,32652.2,23037.321052631578,3852.11328755923,24462.9,0,0.7325853540140079,1.271387885782361,0.8272715636873165,1.3182576897842617,0.0,103502.0,60255.2,0.0,46260.0,-1.0,0.5656957880189869,0.9898709940886238,-1.0,0.0,0.0,12.0,20712.0,12.0,3120.0,0.0,1059.1,0.0,north Moravia,323870,10673,18347,0.9768395272069003,5.44,1.145263157894737,100.0,100,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1088,47,1088,903,OWNER,1969,8,23,F,27,Adult,47,POPLATEK MESICNE,1993-12-10,3,1996-12-31,0,71,52035.5,58435.2,-0.12298719143661534,13269.7,23134.9,16389.423943661972,2388.131835165889,13344.2,0,0.6599827873341605,1.26210255649508,0.8445805362540729,0.914628385071397,0.0,4800.0,27475.2,46452.0,30960.0,-1.0,0.4701823558403155,0.09224471754859663,1.5003875968992249,0.0,0.0,0.0,0.0,12.0,30960.0,0.0,783.5,0.0,east Bohemia,162580,9538,5410,0.8899490047705214,1.81,1.1986754966887418,72.8,111,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1089,1,1089,904,OWNER,1939,12,9,M,57,Adult,1,POPLATEK MESICNE,1994-03-20,2,1996-12-31,0,60,245285.9,234795.19999999998,0.04276927454859823,41085.7,79387.9,59711.53833333333,9423.682008031978,79373.3,0,0.9279995672400735,1.1509338180650968,0.8239123420508752,1.3849126590829937,0.0,242125.0,234795.19999999998,0.0,0.0,-1.0,1.0,0.9871134052140788,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160.9,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,1.0
1092,41,1092,907,OWNER,1962,7,20,F,34,Adult,41,POPLATEK MESICNE,1993-07-09,3,1996-12-31,0,67,44043.0,51191.2,-0.16230047907726533,14532.2,28694.2,20679.858208955226,3326.9561604233013,18514.8,0,0.7753070155514166,0.5466574984067354,1.377539235702943,1.0257265960106945,0.0,4900.0,25775.2,38136.0,25416.0,-1.0,0.5035084155089157,0.11125490997434326,1.5004721435316337,0.0,0.0,0.0,0.0,12.0,25416.0,0.0,1007.0,0.0,north Bohemia,118650,9832,5471,0.8488750969743988,4.48,1.349397590361446,85.6,114,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1093,62,1093,908,OWNER,1976,7,28,F,20,youth,62,POPLATEK MESICNE,1994-04-29,2,1996-12-31,0,63,97531.3,72775.2,0.25382723289856696,16534.0,85090.3,33250.846031746034,15875.441758393283,55455.3,0,0.8177496676469403,1.1387627544206422,0.4440411471727595,1.6327213098358537,0.0,95923.0,72775.2,0.0,0.0,-1.0,1.0,0.9835099091266085,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.3,0.0,south Moravia,145688,8544,2906,1.0687752850312615,1.86,1.4418604651162792,40.7,109,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1101,74,1101,914,OWNER,1946,6,22,M,50,Adult,73,POPLATEK MESICNE,1993-11-14,3,1996-12-31,0,60,42156.8,36151.2,0.14245863063610154,9882.0,20035.4,15417.859999999999,2675.839789306135,19409.7,0,1.1023296777034537,1.0764860050369582,1.4888681960551933,1.0837791305417204,0.0,0.0,8575.2,41376.0,27576.0,-1.0,0.23720374427404903,-1.0,1.5004351610095736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.8,0.0,north Moravia,323870,10673,18347,0.9768395272069003,5.44,1.145263157894737,100.0,100,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1102,72,1102,915,OWNER,1935,1,29,M,61,Adult,72,POPLATEK MESICNE,1995-01-18,1,1996-12-31,0,84,506572.4,491420.2,0.029911222956481662,17210.2,89748.6,40715.695238095235,16972.091086392276,50108.2,0,0.9215744298364993,1.083782559239589,0.8890365123797569,1.2676247702556762,0.0,1900.0,242540.19999999998,503022.0,248880.0,-1.0,0.49354951220971377,0.003750697827201008,2.0211427193828353,12.0,77388.0,0.0,0.0,12.0,171492.0,0.0,1650.4,0.0,north Moravia,226122,8994,9208,0.9520264681555004,4.79,1.2605263157894737,62.6,110,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
1105,56,1105,917,OWNER,1942,1,3,M,54,Adult,56,POPLATEK MESICNE,1995-10-13,1,1996-12-31,0,65,100552.8,103710.6,-0.031404396496169204,22986.9,44834.4,33457.449230769234,5807.856712896634,33957.2,0,1.2522847191088733,0.703126910210387,0.8597798498853103,1.348667677019587,0.0,98809.0,57020.6,0.0,46690.0,-1.0,0.5498049379716249,0.982657867309513,-1.0,0.0,0.0,0.0,0.0,10.0,46690.0,0.0,1743.8,0.0,south Moravia,124605,8772,3158,1.1065171688857744,4.98,1.0618336886993602,46.0,126,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
